id,text
1021,that's what many people believe.
1022,"if we are bad, we will be unhappy forever in hell."
1023,i don't want to go to hell.
1024,my husband died.
1025,i'm sorry for you.
1026,thank you.
1027,when did he die?
1028,a couple of months ago.
1029,you still miss him.
1030,"yes, but i talk to him almost every day."
1031,when you go to church?
1032,"no, when i call him on his cell phone."
1033,what do you mean?
1034,i buried him with his cell phone.
1035,today is friday the thirteenth.
1036,that's a bad day.
1037,it's supposed to be unlucky.
1038,you're supposed to stay home all day.
1039,that's what i do.
1040,my friend stayed in a hotel on friday the thirteenth.
1041,that was a mistake.
1042,he stayed on the thirteenth floor.
1043,what happened?
1044,someone stole his laptop.
1045,he was asking for it.
1046,do you really love me?
1047,of course.
1048,prove it.
1049,how can i prove it?
1050,take me to dinner.
1051,that's it? that's all i have to do?
1052,"take me to a nice restaurant, not to mcdonald's."
1053,but a nice restaurant costs money.
1054,"yes, and you have to make a reservation."
1055,that's such a hassle.
1056,i knew you didn't love me.
1057,my parents are divorced.
1058,so are mine.
1059,why did your parents get divorced?
1060,my father found a new girlfriend.
1061,that's too bad.
1062,my mother was hurt and angry.
1063,she had good reason. what did she do?
1064,she told him to drop his girlfriend.
1065,what did your father do?
1066,he moved out of our house.
1067,i guess he really liked his new girlfriend.
1068,my grandma's apartment smells funny.
1069,so does mine.
1070,i think it's an old people's smell.
1071,really?
1072,"yes. i think when you get old, you begin to smell."
1073,like fruit that is too ripe?
1074,"yes, just like fruit that is too ripe."
1075,but the smell is different.
1076,"yes, old people don't smell like fruit."
1077,"no, they smell like a thrift shop."
1078,"yes, a thrift shop has that same smell."
1079,the price of stamps goes up and up.
1080,i think stamps used to cost a penny.
1081,that was a long time ago.
1082,it was before i was born.
1083,now a stamp is 42 cents.
1084,but in may it will be 44 cents.
1085,have you ever lost a letter in the mail?
1086,"no, i haven't."
1087,neither have i.
1088,"so, they do a good job for the money."
1089,"yes, they do."
1090,a button came off my shirt.
1091,what are you going to do?
1092,"first, i have to find the button."
1093,where did you lose it?
1094,i have no idea.
1095,a button is hard to find. did you look in your pant cuffs?
1096,that's a good idea.
1097,i found a button in my pant cuffs one time.
1098,"let me look. no, it's not there."
1099,many shirts come with an extra button.
1100,you're right. this one does have an extra button.
1101,i have to go to the bathroom.
1102,you drink too much coffee.
1103,but i love coffee.
1104,"well, it's your life."
1105,you eat too much chocolate.
1106,i don't think so.
1107,have you looked in the mirror?
1108,do you think i'm getting fat?
1109,i didn't say that.
1110,what did you say?
1111,i said i have to go to the bathroom.
1112,did you do the laundry?
1113,"yes, i did."
1114,what did you wash?
1115,i washed the sheets and towels.
1116,what about the pillowcases?
1117,"yes, i took them off the pillows and washed them."
1118,did you dry everything in the dryer?
1119,"yes, i dried everything in the dryer."
1120,then what did you do?
1121,i folded all the towels.
1122,did you put the sheets on the beds?
1123,do you listen to the radio?
1124,i listen day and night.
1125,what do you listen to?
1126,mostly talk radio.
1127,what's that?
1128,people talk about current events.
1129,what do they say?
1130,they say they want change.
1131,what kind of change?
1132,they want tax cuts.
1133,why do they want tax cuts?
1134,"mom, i'm hungry."
1135,look in the fridge.
1136,i'm looking. there's nothing to eat.
1137,are you sure?
1138,it's almost empty.
1139,i went to the market yesterday.
1140,i don't see anything.
1141,i bought lots of oranges and apples.
1142,i don't want fruit. i want something tasty.
1143,eat the fruit. it's good for you.
1144,"next time you go to the market, let me go with you."
1145,what is there to eat?
1146,i don't know. look in the fridge.
1147,i think i'll make a sandwich.
1148,what kind?
1149,a ham sandwich.
1150,the bread is in the cabinet.
1151,where's the mustard?
1152,"it's in the fridge, i think."
1153,"oh, yes, here it is. do you want a sandwich?"
1154,"yes, that sounds nice."
1155,how about some potato chips?
1156,"it's time for your bath, young lady."
1157,"but, mom, i'm not dirty."
1158,you need a bath every day.
1159,why?
1160,because you don't want to smell bad.
1161,i don't smell bad.
1162,that's what you think.
1163,"if i smelled bad, i could smell me."
1164,i can smell you.
1165,"i can smell you, too."
1166,that's my perfume.
1167,something's wrong with my computer.
1168,exactly what?
1169,all i get is a black screen.
1170,what's the matter?
1171,"i think i know, because this happened before."
1172,what happened before?
1173,my hard drive crashed.
1174,"oh, no. that's bad news."
1175,"it sure is, but i'm going to call hp first, just to make sure."
1176,will you lose all your files?
1177,"no, i always back up my files."
1178,i called hp about my computer.
1179,what did they say?
1180,they said i need a new hard drive.
1181,that's too bad. how much is a new one?
1182,"it's not too much, only about $85."
1183,plus installation?
1184,"no, my hard drive is easy to remove and replace."
1185,really?
1186,"yes, it's just a couple of screws."
1187,that's nice.
1188,it's a lot better than paying someone $60.
1189,what's your email address?
1190,it's bluedog123.
1191,bluedog123. are you sure that's all?
1192,yes.
1193,no. that's incomplete.
1194,what do you mean?
1195,what's your mailing address?
1196,"456 cherry drive, pasadena, ca 91170."
1197,that's correct.
1198,so what's the problem?
1199,"bluedog123 is just the street. you have to give me the city, state, and zip code."
1200,i'm going to take a nap.
1201,you should unplug the phone.
1202,that's a good idea.
1203,do you want me to wake you in an hour?
1204,"no, thanks. just let me sleep until i wake up."
1205,i'll start dinner at 6:00.
1206,okay. i think i'll be awake by then.
